Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_TNR_R.TSPT_Suppo90,Chrome 119.0.0.0,,,2023-12-01 15:31:47,2023-12-01 20:10:29,"4h - 38m - 42,613s",FAILED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 15:31:47,2023-12-01 15:40:13,"8m - 25,898s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 15:31:49,2023-12-01 15:31:49,"0,505s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 15:31:49,2023-12-01 15:32:23,"33,143s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 15:32:23,2023-12-01 15:35:18,"2m - 55,391s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 15:35:18,2023-12-01 15:40:10,"4m - 51,881s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 15:40:13,2023-12-01 15:40:13,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 15:40:13,2023-12-01 15:47:36,"7m - 22,257s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 15:40:13,2023-12-01 15:40:13,"0,007s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 15:40:13,2023-12-01 15:40:36,"22,926s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 15:40:36,2023-12-01 15:43:25,"2m - 48,206s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 15:43:25,2023-12-01 15:47:32,"4m - 7,805s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 15:47:36,2023-12-01 15:47:36,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 15:47:36,2023-12-01 15:56:25,"8m - 49,658s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 15:47:36,2023-12-01 15:47:36,"0,006s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 15:47:36,2023-12-01 15:47:58,"22,407s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 15:47:58,2023-12-01 15:50:46,"2m - 47,324s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 15:50:46,2023-12-01 15:56:22,"5m - 36,893s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 15:56:25,2023-12-01 15:56:25,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 15:56:26,2023-12-01 16:04:12,"7m - 46,337s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 15:56:26,2023-12-01 15:56:26,"0,006s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 15:56:26,2023-12-01 15:56:48,"22,657s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 15:56:48,2023-12-01 15:59:36,"2m - 47,429s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 15:59:36,2023-12-01 16:04:09,"4m - 33,218s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 16:04:12,2023-12-01 16:04:12,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 16:04:12,2023-12-01 16:12:56,"8m - 44,260s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 16:04:12,2023-12-01 16:04:12,"0,006s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 16:04:12,2023-12-01 16:04:35,"22,417s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 16:04:35,2023-12-01 16:07:22,"2m - 47,313s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 16:07:22,2023-12-01 16:12:53,"5m - 31,469s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 16:12:56,2023-12-01 16:12:56,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 16:12:57,2023-12-01 16:20:46,"7m - 49,307s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 16:12:57,2023-12-01 16:12:57,"0,006s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 16:12:57,2023-12-01 16:13:19,"22,242s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 16:13:19,2023-12-01 16:16:07,"2m - 48,292s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 16:16:07,2023-12-01 16:20:43,"4m - 35,896s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 16:20:46,2023-12-01 16:20:46,"0,001s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 16:20:46,2023-12-01 16:28:57,"8m - 10,499s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 16:20:46,2023-12-01 16:20:46,"0,007s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 16:20:46,2023-12-01 16:21:08,"22,427s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 16:21:08,2023-12-01 16:23:56,"2m - 47,332s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 16:23:56,2023-12-01 16:28:54,"4m - 57,785s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 16:28:57,2023-12-01 16:28:57,"0,001s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 16:28:57,2023-12-01 16:37:26,"8m - 29,810s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 16:28:57,2023-12-01 16:28:57,"0,006s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 16:28:57,2023-12-01 16:29:19,"22,154s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 16:29:19,2023-12-01 16:32:08,"2m - 48,931s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 16:32:08,2023-12-01 16:37:23,"5m - 15,699s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 16:37:26,2023-12-01 16:37:26,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 16:37:27,2023-12-01 16:44:59,"7m - 32,299s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 16:37:27,2023-12-01 16:37:27,"0,008s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 16:37:27,2023-12-01 16:37:49,"22,434s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 16:37:49,2023-12-01 16:40:36,"2m - 47,350s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 16:40:36,2023-12-01 16:44:56,"4m - 19,550s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 16:44:59,2023-12-01 16:44:59,"0,001s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 16:44:59,2023-12-01 16:52:50,"7m - 50,799s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 16:44:59,2023-12-01 16:44:59,"0,007s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 16:44:59,2023-12-01 16:45:21,"22,429s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 16:45:21,2023-12-01 16:48:09,"2m - 47,721s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 16:48:09,2023-12-01 16:52:47,"4m - 37,769s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 16:52:50,2023-12-01 16:52:50,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 16:52:50,2023-12-01 17:01:10,"8m - 20,407s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 16:52:50,2023-12-01 16:52:50,"0,006s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 16:52:50,2023-12-01 16:53:12,"22,372s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 16:53:12,2023-12-01 16:56:00,"2m - 47,245s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 16:56:00,2023-12-01 17:01:07,"5m - 7,632s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 17:01:10,2023-12-01 17:01:10,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 17:01:11,2023-12-01 17:08:55,"7m - 44,397s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 17:01:11,2023-12-01 17:01:11,"0,008s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 17:01:11,2023-12-01 17:01:34,"23,053s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 17:01:34,2023-12-01 17:04:25,"2m - 51,504s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 17:04:25,2023-12-01 17:08:52,"4m - 26,966s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 17:08:55,2023-12-01 17:08:55,"0,001s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 17:08:55,2023-12-01 17:16:59,"8m - 3,766s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-12-01 17:08:55,2023-12-01 17:08:55,"0,008s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-12-01 17:08:55,2023-12-01 17:09:17,"22,085s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-12-01 17:09:17,2023-12-01 17:12:05,"2m - 47,391s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-12-01 17:12:05,2023-12-01 17:16:56,"4m - 51,416s",PASSED
Video,Chrome 119.0.0.0,,,2023-12-01 17:16:59,2023-12-01 17:16:59,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-12-01 17:16:59,2023-12-01 17:25:08,"8m - 8,588s",PASSED
